sex,age,age_cat,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_charge_degree,c_charge_desc,decile_score,score_text,,
-1,0.205128205,-1,-2,0,0,0,0.078947368,-2,-45,0.111111111,-1,1,0
-1,0.025641026,-3,-2,0.1,0,0,0.052631579,-1,-195,0.888888889,-3,1,1
-1,0.153846154,-1,-2,0,0,0,0.078947368,-1,-342,0.333333333,-1,1,1
-1,0.038461538,-3,-1,0,0,0,0.026315789,-1,-72,0.444444444,-2,0,1
-1,0.217948718,-1,-1,0,0,0,0,-1,-312,0.222222222,-1,0,1
-1,0.064102564,-3,-1,0,0,0.235294118,0.105263158,-1,-269,0.555555556,-2,0,1
-2,0.384615385,-2,-1,0,0,0,0.210526316,-2,-173,0.333333333,-1,0,1
-1,0.230769231,-1,-1,0,0,0,0,-1,-319,0.222222222,-1,0,0
-1,0.320512821,-1,-2,0,0,0,0.184210526,-1,-437,0.333333333,-1,1,0
-2,0.179487179,-1,-2,0,0,0,0.078947368,-1,-346,0.111111111,-1,1,1
-1,0.269230769,-1,-2,0,0,0,0.026315789,-1,-417,0.777777778,-3,1,0
-1,0.141025641,-1,-1,0,0,0,0.078947368,-1,-319,0.333333333,-1,0,1
-1,0.448717949,-2,-2,0,0,0,0.131578947,-1,-51,0.333333333,-1,1,0
-1,0.192307692,-1,-2,0,0,0,0,-2,-343,0.666666667,-2,1,0
-1,0.076923077,-3,-2,0,0,0,0.026315789,-1,-189,0.444444444,-2,1,0
-1,0.205128205,-1,-1,0,0,0,0.078947368,-2,-45,0.333333333,-1,0,1
-1,0.230769231,-1,-1,0,0,0,0.131578947,-1,-319,0.222222222,-1,0,1
-1,0.320512821,-1,-1,0,0,0,0.026315789,-1,-437,0.555555556,-2,0,1
-1,0.192307692,-1,-1,0,0,0,0.026315789,-1,-437,0.777777778,-3,0,1
-1,0.064102564,-3,-2,0.05,0,0,0.026315789,-2,-45,0.888888889,-3,1,0
-1,0.025641026,-3,-2,0,0,0,0,-1,-189,0.222222222,-1,1,0
-1,0.41025641,-2,-2,0,0,0,0.131578947,-1,-437,0,-1,1,0
-1,0.256410256,-1,-2,0,0,0,0.394736842,-1,-18,0.555555556,-2,1,0
-2,0.294871795,-1,-2,0,0,0,0.052631579,-1,-437,0.222222222,-1,1,0
-1,0.102564103,-1,-1,0,0,0,0.105263158,-2,-429,0.666666667,-2,0,1
-1,0.294871795,-1,-2,0,0,0,0.078947368,-2,-141,0.111111111,-1,1,1
-1,0.205128205,-1,-2,0,0,0,0.263157895,-1,-16,0.666666667,-2,1,0
-1,0.166666667,-1,-2,0,0,0,0.157894737,-1,-319,0.777777778,-3,1,0
-2,0.717948718,-2,-1,0,0,0,0,-2,-137,0,-1,0,0
-2,0.423076923,-2,-1,0,0,0,0.052631579,-1,-437,0.777777778,-3,0,1
-1,0.064102564,-3,-2,0,0,0,0.026315789,-1,-214,0.444444444,-2,1,0
-1,0.102564103,-1,-1,0,0,0,0,-1,-15,0.111111111,-1,0,0
-2,0.269230769,-1,-1,0,0,0,0,-2,-224,0,-1,0,1
-1,0.038461538,-3,-2,0,0,0,0,-1,-319,0.444444444,-2,1,0
-1,0.08974359,-1,-1,0,0,0,0,-2,-106,0.111111111,-1,0,0
-1,0.679487179,-2,-2,0,0,0,0.210526316,-1,-142,0,-1,1,0
-2,0.064102564,-3,-1,0,0,0,0,-1,-195,0.555555556,-2,0,1
-1,0.461538462,-2,-2,0,0,0,0,-1,-189,0,-1,1,0
-1,0.08974359,-1,-2,0,0,0.058823529,0.184210526,-2,-429,0.888888889,-3,1,1
-1,0.423076923,-2,-2,0,0,0,0.315789474,-1,-319,0.777777778,-3,1,1
-1,0.141025641,-1,-2,0,0,0,0,-2,-45,0.888888889,-3,1,1
-1,0.115384615,-1,-2,0,0.076923077,0,0.263157895,-1,-142,0.777777778,-3,1,1
-1,0.051282051,-3,-2,0,0.230769231,0,0.078947368,-1,-316,0.888888889,-3,1,0
-1,0.153846154,-1,-1,0,0,0,0.078947368,-2,-45,0.222222222,-1,0,0
-1,0.064102564,-3,-2,0,0,0,0.078947368,-1,-59,0.555555556,-2,1,1
-1,0.371794872,-2,-2,0,0,0.058823529,0.5,-1,-319,0.777777778,-3,1,1
-1,0.064102564,-3,-2,0,0.076923077,0,0.105263158,-1,-410,0.888888889,-3,1,1
-1,0.423076923,-2,-2,0,0,0,0.026315789,-1,-319,0.444444444,-2,1,0
-1,0.025641026,-3,-1,0,0,0,0,-1,-75,0.222222222,-1,0,0
-1,0.153846154,-1,-2,0,0,0.058823529,0.263157895,-1,-437,0.555555556,-2,1,1
-1,0.051282051,-3,-1,0,0,0.176470588,0.026315789,-1,-301,0.444444444,-2,0,1
-1,0.179487179,-1,-2,0,0,0,0.105263158,-1,-437,0.444444444,-2,1,0
-1,0.128205128,-1,-2,0,0,0,0.184210526,-1,-15,0.666666667,-2,1,1
-1,0.448717949,-2,-2,0,0,0,0.026315789,-1,-437,0.444444444,-2,1,0
-2,0.307692308,-1,-2,0,0,0,0.052631579,-2,-437,0.222222222,-1,1,0
-1,0.115384615,-1,-2,0,0,0,0.026315789,-2,-66,0.444444444,-2,1,0
-2,0.474358974,-2,-2,0,0,0,0,-1,-22,0,-1,1,0
-1,0.5,-2,-2,0,0,0,0.026315789,-1,-437,0,-1,1,0
-1,0.141025641,-1,-2,0,0,0.058823529,0.447368421,-1,-191,0.888888889,-3,1,1
-1,0.384615385,-2,-2,0,0,0,0.184210526,-1,-72,0.111111111,-1,1,0
-2,0.153846154,-1,-2,0,0,0,0.026315789,-1,-437,0.111111111,-1,1,0
-1,0.256410256,-1,-2,0.05,0,0,0.210526316,-2,-136,0.666666667,-2,1,0
-2,0.5,-2,-1,0,0,0,0.105263158,-1,-437,0.111111111,-1,0,0
-1,0.41025641,-2,-1,0,0,0,0,-1,-72,0,-1,0,0
-1,0.064102564,-3,-1,0.05,0,0.058823529,0.131578947,-2,-429,0.444444444,-2,0,1
-1,0.076923077,-3,-2,0,0,0,0.026315789,-1,-437,0.111111111,-1,1,1
-1,0.269230769,-1,-1,0,0,0,0.157894737,-1,-437,0.555555556,-2,0,0
-2,0.141025641,-1,-2,0,0,0,0.236842105,-1,-255,0.666666667,-2,1,1
-1,0.269230769,-1,-1,0,0,0,0.263157895,-1,-195,0.777777778,-3,0,1
-1,0.333333333,-1,-2,0,0,0,0,-2,-106,0,-1,1,0
-1,0.038461538,-3,-1,0,0,0,0,-1,-427,0.444444444,-2,0,1
-1,0.192307692,-1,-1,0,0,0,0,-2,-141,0,-1,0,1
-1,0.115384615,-1,-1,0,0,0,0,-1,-319,0.111111111,-1,0,1
-1,0.230769231,-1,-1,0,0,0,0.105263158,-2,-386,0,-1,0,1
-1,0.115384615,-1,-1,0,0,0,0,-1,-59,0.222222222,-1,0,0
-1,0.064102564,-3,-2,0,0,0,0.026315789,-1,-410,0.555555556,-2,1,1
-1,0.128205128,-1,-2,0,0,0,0.421052632,-1,-310,1,-3,1,1
-1,0.153846154,-1,-2,0.2,0,0,0.315789474,-1,-319,0.888888889,-3,1,1
-1,0.102564103,-1,-2,0,0,0,0,-1,-410,0.222222222,-1,1,0
-1,0.269230769,-1,-1,0,0,0,0.447368421,-1,-269,0.111111111,-1,0,1
-1,0.243589744,-1,-2,0.1,0,0,0.289473684,-1,-251,0.222222222,-1,1,0
-1,0.051282051,-3,-2,0,0.230769231,0.058823529,0.157894737,-1,-437,1,-3,1,1
-1,0.282051282,-1,-2,0,0.076923077,0.058823529,0.631578947,-2,-45,0.777777778,-3,1,1
-2,0.076923077,-3,-1,0,0,0,0,-2,-45,0.222222222,-1,0,0
-2,0.128205128,-1,-2,0.05,0,0,0.026315789,-2,-45,0.333333333,-1,1,1
-1,0.102564103,-1,-2,0,0,0,0.078947368,-1,-66,1,-3,1,1
-1,0.179487179,-1,-2,0,0,0,0,-1,-162,0.111111111,-1,1,1
-2,0.435897436,-2,-1,0,0,0,0.605263158,-1,-437,0.666666667,-2,0,1
-1,0.102564103,-1,-2,0,0,0,0,-1,-66,0,-1,1,1
-1,0.435897436,-2,-1,0,0,0,0.026315789,-1,-437,0,-1,0,0
-2,0.179487179,-1,-1,0,0,0,0,-1,-195,0.111111111,-1,0,0
-1,0.346153846,-2,-2,0,0,0,0.026315789,-2,-45,0.555555556,-2,1,0
-1,0.346153846,-2,-2,0,0,0,0.526315789,-1,-142,0.222222222,-1,1,1
-1,0.192307692,-1,-1,0,0,0,0.052631579,-1,-437,0.222222222,-1,0,1
-1,0.141025641,-1,-2,0,0,0,0.157894737,-1,-156,0.777777778,-3,1,1
-1,0.230769231,-1,-2,0,0,0,0.157894737,-1,-98,0.444444444,-2,1,0
-1,0.025641026,-3,-1,0,0,0.058823529,0,-1,-437,0.555555556,-2,0,1
-2,0.41025641,-2,-2,0,0,0,0.105263158,-1,-10,0.222222222,-1,1,0
-1,0.269230769,-1,-2,0,0,0,0.026315789,-1,-437,0,-1,1,0
-1,0.076923077,-3,-1,0,0,0.058823529,0.026315789,-1,-59,0.444444444,-2,0,1
-1,0.679487179,-2,-1,0,0,0,0.342105263,-1,-177,0.111111111,-1,0,0
-1,0.153846154,-1,-2,0,0,0,0.052631579,-1,-142,0.777777778,-3,1,0
-1,0.282051282,-1,-1,0.05,0,0,0.236842105,-1,-437,0.888888889,-3,0,0
-1,0.064102564,-3,-2,0,0,0,0.052631579,-1,-62,0.888888889,-3,1,1
-2,0.371794872,-2,-1,0,0,0,0,-2,-45,0,-1,0,0
-2,0.474358974,-2,-1,0,0,0,0,-2,-45,0,-1,0,0
-1,0.102564103,-1,-2,0.05,0,0,0.078947368,-1,-173,1,-3,1,1
-1,0.128205128,-1,-2,0,0,0,0.052631579,-1,-437,0.111111111,-1,1,1
-2,0.038461538,-3,-2,0,0.076923077,0,0.052631579,-1,-124,0.555555556,-2,1,0
-1,0.051282051,-3,-2,0,0,0,0.052631579,-1,-437,0.222222222,-1,1,1
-1,0.307692308,-1,-2,0,0,0,0,-1,-269,1,-3,1,1
-1,0.076923077,-3,-1,0,0,0.176470588,0.078947368,-2,-45,0.444444444,-2,0,1
-1,0.294871795,-1,-1,0,0,0,0,-1,-142,0,-1,0,0
-1,0.038461538,-3,-2,0,0.153846154,0,0.078947368,-1,-437,0.444444444,-2,1,1
-1,0.320512821,-1,-1,0,0,0,0.078947368,-2,-45,0,-1,0,1
-1,0.141025641,-1,-2,0,0,0,0,-1,-72,0.111111111,-1,1,0
-1,0.474358974,-2,-1,0,0,0,0,-1,-52,0,-1,0,0
-1,0.038461538,-3,-2,0,0,0,0,-2,-136,0.222222222,-1,1,1
-1,0.153846154,-1,-2,0,0.076923077,0,0.026315789,-2,-22,0.111111111,-1,1,0
-1,0.141025641,-1,-2,0,0,0,0.157894737,-1,-177,0.555555556,-2,1,1
-1,0.282051282,-1,-2,0,0,0,0.026315789,-1,-437,0,-1,1,0
-1,0.08974359,-1,-1,0,0,0,0.105263158,-1,-195,1,-3,0,1
-1,0.076923077,-3,-2,0,0.230769231,0,0.315789474,-2,-45,1,-3,1,0
-1,0.025641026,-3,-1,0,0,0,0,-1,-59,0.111111111,-1,0,1
-2,0.012820513,-3,-1,0.05,0.076923077,0,0.026315789,-2,-244,0.555555556,-2,0,1
-1,0.192307692,-1,-2,0,0,0,0,-2,-45,0,-1,1,0
-1,0.166666667,-1,-1,0,0,0,0.236842105,-2,-45,0.777777778,-3,0,1
-1,0.307692308,-1,-2,0,0,0,0.157894737,-2,-31,0.222222222,-1,1,0
-2,0.051282051,-3,-2,0,0,0,0,-2,-288,0.777777778,-3,1,1
-2,0.346153846,-2,-1,0,0,0,0.078947368,-2,-45,0.222222222,-1,0,0
-1,0.346153846,-2,-2,0,0,0,0.026315789,-2,-343,0,-1,1,0
-1,0.358974359,-2,-1,0,0,0,0,-1,-14,0,-1,0,0
-1,0.307692308,-1,-2,0,0,0,0.447368421,-1,-319,1,-3,1,1
-1,0.333333333,-1,-1,0,0,0,0.289473684,-2,-45,0.222222222,-1,0,0
-1,0.076923077,-3,-2,0,0,0,0.078947368,-1,-251,0.777777778,-3,1,0
-1,0.717948718,-2,-1,0,0,0,0.052631579,-1,-437,0,-1,0,0
-1,0.141025641,-1,-1,0,0,0,0,-2,-45,0.555555556,-2,0,1
-1,0.128205128,-1,-2,0,0,0,0.105263158,-1,-63,0.666666667,-2,1,0
-1,0.08974359,-1,-2,0,0,0,0.105263158,-2,-244,0.444444444,-2,1,0
-1,0.333333333,-1,-2,0,0,0,0,-2,-429,0.444444444,-2,1,0
-2,0.115384615,-1,-2,0,0,0,0,-2,-45,0.222222222,-1,1,1
-2,0.58974359,-2,-1,0,0,0,0,-2,-45,0,-1,0,0
-1,0.230769231,-1,-1,0,0,0,0.026315789,-1,-195,0.111111111,-1,0,0
-1,0.320512821,-1,-2,0,0,0,0,-1,-84,0,-1,1,1
-1,0.282051282,-1,-2,0,0,0,0.210526316,-1,-319,0.444444444,-2,1,1
-1,0.435897436,-2,-1,0,0,0,0.052631579,-2,-407,0,-1,0,0
-1,0.205128205,-1,-2,0,0,0,0.026315789,-2,-45,0.111111111,-1,1,0
-1,0.243589744,-1,-2,0,0,0,0.052631579,-1,-301,0.666666667,-2,1,0
-1,0.166666667,-1,-2,0,0,0,0,-2,-16,0.111111111,-1,1,0
-2,0.487179487,-2,-1,0,0,0,0,-2,-45,0,-1,0,0
-1,0.384615385,-2,-1,0,0,0,0,-2,-248,0.555555556,-2,0,1
-2,0.141025641,-1,-1,0,0,0,0,-1,-319,0.666666667,-2,0,0
-1,0.435897436,-2,-2,0,0,0,0,-1,-379,0,-1,1,0
-2,0.58974359,-2,-2,0,0,0,0,-1,-189,0,-1,1,0
-1,0.192307692,-1,-1,0,0,0.058823529,0.368421053,-1,-437,0.888888889,-3,0,0
-2,0.269230769,-1,-2,0,0,0,0.078947368,-1,-30,0.222222222,-1,1,0
-1,0.384615385,-2,-2,0,0,0,0,-2,-45,0,-1,1,0
-1,0.115384615,-1,-2,0,0,0,0.026315789,-1,-318,0.222222222,-1,1,1
-2,0.282051282,-1,-2,0,0,0,0.184210526,-2,-332,0.333333333,-1,1,0
-1,0.230769231,-1,-2,0,0,0,0,-2,-45,0,-1,1,0
-1,0.025641026,-3,-2,0.05,0,0,0.026315789,-1,-437,0.777777778,-3,1,1
-1,0.128205128,-1,-2,0,0,0,0,-1,-251,0.111111111,-1,1,0
-1,0.153846154,-1,-2,0,0,0,0.105263158,-1,-319,0.222222222,-1,1,0
-1,0.474358974,-2,-1,0,0,0,0,-1,-319,0.444444444,-2,0,0
-1,0.064102564,-3,-1,0,0,0.058823529,0.105263158,-1,-271,0.333333333,-1,0,1
-1,0.333333333,-1,-1,0,0,0,0.052631579,-2,-45,0.333333333,-1,0,0
-1,0.551282051,-2,-1,0,0,0,0.026315789,-1,-437,0,-1,0,0
-1,0.282051282,-1,-1,0,0,0,0.026315789,-1,-195,0.222222222,-1,0,0
-1,0.243589744,-1,-2,0,0,0,0.315789474,-1,-437,0.222222222,-1,1,0
-1,0.179487179,-1,-1,0,0,0,0.210526316,-1,-178,0.888888889,-3,0,1
-1,0.525641026,-2,-2,0,0,0,0.078947368,-1,-437,0.222222222,-1,1,0
-1,0.038461538,-3,-2,0,0,0,0,-2,-45,0.222222222,-1,1,0
-1,0.307692308,-1,-2,0,0,0,0,-1,-172,0.444444444,-2,1,0
-1,0.230769231,-1,-2,0,0,0,0.052631579,-1,-142,0,-1,1,1
-1,0.038461538,-3,-2,0,0,0,0.052631579,-1,-195,0.333333333,-1,1,0
-1,0.051282051,-3,-2,0,0,0,0.026315789,-1,-350,0.888888889,-3,1,1
-1,0.064102564,-3,-2,0,0,0,0.078947368,-2,-432,0.555555556,-2,1,1
-2,0.08974359,-1,-1,0,0,0,0,-1,-195,0.333333333,-1,0,0
-1,0.41025641,-2,-1,0,0,0,0.026315789,-2,-429,0,-1,0,1
-1,0.179487179,-1,-1,0,0.153846154,0.058823529,0.263157895,-1,-97,0.444444444,-2,0,1
-1,0.320512821,-1,-2,0,0,0,0.210526316,-1,-94,0.222222222,-1,1,1
-1,0.115384615,-1,-1,0,0,0,0.026315789,-2,-45,0.111111111,-1,0,0
-1,0.051282051,-3,-1,0,0,0.058823529,0.052631579,-2,-45,0.444444444,-2,0,1
-1,0.064102564,-3,-1,0,0,0,0,-1,-312,0.777777778,-3,0,0
-2,0.141025641,-1,-1,0,0,0,0,-2,-429,0.666666667,-2,0,0
-1,0.038461538,-3,-2,0,0,0,0,-2,-138,0.333333333,-1,1,0
-2,0.08974359,-1,-2,0,0,0,0.026315789,-2,-45,0.777777778,-3,1,1
-1,0.038461538,-3,-2,0,0,0,0,-1,-122,0.333333333,-1,1,0
-1,0.166666667,-1,-2,0,0,0,0.052631579,-1,-437,0.222222222,-1,1,0
-1,0.294871795,-1,-1,0,0,0,0,-2,-141,0,-1,0,0
-1,0.08974359,-1,-1,0,0,0,0.078947368,-1,-61,0.222222222,-1,0,0
-1,0.243589744,-1,-2,0,0,0,0.078947368,-2,-45,0.111111111,-1,1,0
-1,0.102564103,-1,-2,0,0,0,0.052631579,-2,-45,0.222222222,-1,1,0
-1,0.115384615,-1,-2,0,0,0,0.342105263,-1,-437,0.666666667,-2,1,1
-1,0.346153846,-2,-2,0,0,0,0.263157895,-1,-10,0.222222222,-1,1,1
-1,0.025641026,-3,-2,0,0,0,0.052631579,-1,-59,1,-3,1,1
-2,0.230769231,-1,-2,0,0,0,0.026315789,-2,-45,0.111111111,-1,1,0
-1,0.08974359,-1,-2,0,0,0,0.026315789,-1,-322,0.333333333,-1,1,1
-1,0.153846154,-1,-2,0,0,0,0.236842105,-1,-142,0.222222222,-1,1,1
-2,0.08974359,-1,-2,0,0,0,0.026315789,-1,-234,0.222222222,-1,1,0
-1,0.012820513,-3,-2,0,0,0,0,-2,-45,0.888888889,-3,1,1
-1,0.217948718,-1,-2,0,0,0,0,-2,-154,0.333333333,-1,1,0
-2,0.269230769,-1,-1,0,0,0,0,-2,-141,0.111111111,-1,0,0
-2,0.461538462,-2,-1,0,0,0,0.026315789,-2,-343,0.111111111,-1,0,0
-1,0.038461538,-3,-1,0,0,0,0,-2,-45,0.333333333,-1,0,1
-2,0.051282051,-3,-2,0,0,0,0,-1,-195,0.333333333,-1,1,1
-2,0.153846154,-1,-2,0,0,0,0,-2,-45,0.111111111,-1,1,0
-1,0.217948718,-1,-2,0,0,0,0.131578947,-1,-72,0.111111111,-1,1,0
