age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,,
0.054794521,-5,0.148577172,-12,0.533333333,-5,-8,-4,-1,-1,0,0,0.295918367,-40,0,0
0.136986301,-5,0.091331957,-16,0.6,-3,-5,-6,-1,-2,0,0,0.397959184,-40,0,1
0.712328767,-7,0.052425259,-16,0.6,-7,-6,-2,-1,-2,0,0,0.132653061,-40,0,0
0.493150685,-5,0.095334212,-1,0.333333333,-3,-4,-1,-2,-1,0,0,0.397959184,-40,1,0
0.273972603,-5,0.15260931,-16,0.6,-3,-8,-1,-1,-1,0.034640346,0,0.397959184,-40,0,0
0.246575342,-5,0.050503932,-13,0.866666667,-3,-11,-1,-1,-1,0,0.453856749,0.448979592,-40,0,1
0.260273973,-5,0.023377161,-12,0.533333333,-5,-9,-4,-1,-1,0,0,0.397959184,-40,0,0
0.232876712,-5,0.152521699,-12,0.533333333,-3,-9,-1,-1,-1,0,0,0.448979592,-40,0,0
0.369863014,-7,0.123844419,-12,0.533333333,-3,-4,-1,-1,-1,0.031370314,0,0.5,-40,0,0
0.273972603,-5,0.070681599,-12,0.533333333,-5,-4,-3,-2,-1,0.278282783,0,0.479591837,-40,1,1
0.01369863,-5,0.075677456,-2,0.4,-5,-7,-2,-2,-1,0,0,0.397959184,-40,1,0
0.630136986,-5,0.127809321,-4,0.066666667,-1,-15,-2,-1,-1,0,0,0.397959184,-40,0,0
0.095890411,-5,0.210801945,-8,0.733333333,-5,-7,-2,-1,-1,0,0,0.479591837,-40,0,0
0.150684932,-5,0.014676519,-10,0.8,-5,-13,-2,-1,-1,0,0,0.448979592,-40,0,0
0.493150685,-5,0.024691324,-3,0.466666667,-5,-9,-2,-2,-2,0,0,0.346938776,-40,1,0
0.01369863,-3,0.097540104,-13,0.866666667,-5,-11,-4,-1,-2,0,0,0.602040816,-40,0,0
0.356164384,-5,0.145868706,-12,0.533333333,-5,-11,-2,-1,-1,0.046500465,0,0.397959184,-40,0,0
0.342465753,-3,0.110944567,-10,0.8,-5,-2,-2,-1,-2,1,0,0.397959184,-40,0,1
0.164383562,-5,0.113563385,-12,0.533333333,-3,-5,-1,-1,-1,0,0,0.397959184,-12,0,0
0.164383562,-5,0.101105663,-8,0.733333333,-3,-11,-1,-1,-1,0,0,0.5,-40,0,0
0.397260274,-5,0.247554366,-12,0.533333333,-5,-9,-2,-1,-1,0,0,0.142857143,-40,0,0
0.438356164,-5,0.074653292,-9,0.666666667,-3,-13,-1,-1,-1,0,0,0.244897959,-40,0,0
0.575342466,-7,0.112785754,-12,0.533333333,-3,-5,-1,-1,-1,0,0,0.5,-40,0,1
0.150684932,-1,0.128043629,-6,0.2,-1,-1,-4,-1,-1,0,0,0.846938776,-40,0,0
0.095890411,-5,0.093082816,-10,0.8,-5,-13,-2,-1,-2,0,0,0.397959184,-40,0,0
0.287671233,-8,0.231145325,-10,0.8,-1,-11,-2,-1,-2,0,0,0.397959184,-40,0,0
0.287671233,-5,0.024319148,-12,0.533333333,-3,-7,-1,-1,-1,0,0,0.397959184,-40,0,0
0.342465753,-5,0.25705709,-10,0.8,-3,-2,-6,-2,-2,0,0,0.397959184,-40,1,0
0.287671233,-5,0.046825634,-10,0.8,-3,-5,-1,-1,-1,0,0,0.397959184,-1,0,1
0.191780822,-5,0.059523098,-13,0.866666667,-3,-11,-6,-1,-2,0,0,0.5,-40,0,0
0.369863014,-2,0.122577797,-12,0.533333333,-5,-2,-5,-1,-2,0,0,0.397959184,-40,0,0
0.547945205,-7,0.014949539,-6,0.2,-3,-4,-1,-1,-1,0,0,0.397959184,-40,0,1
0.095890411,-5,0.182648972,-10,0.8,-5,-2,-3,-2,-2,0,0,0.397959184,-37,1,0
0.534246575,-7,0.142552397,-12,0.533333333,-3,-5,-1,-2,-1,0,0,0.448979592,-40,1,0
0,-5,0.156499504,-2,0.4,-5,-13,-4,-1,-1,0,0,0.112244898,-40,0,0
0.602739726,-5,0.041784274,-16,0.6,-1,-2,-2,-1,-2,0,0,0.397959184,-40,0,0
0.493150685,-3,0.138823162,-11,1,-1,-11,-2,-1,-2,0.105201052,0,0.397959184,-40,0,1
0.123287671,-5,0.301770555,-12,0.533333333,-5,-9,-2,-1,-1,0,0,0.397959184,-27,0,0
0.410958904,-5,0.120790264,-13,0.866666667,-3,-5,-1,-1,-1,0,0,0.397959184,-40,0,1
0.109589041,-5,0.108865677,-10,0.8,-5,-11,-2,-1,-2,0,0,0.397959184,-40,0,0
0.287671233,-5,0.1441715,-9,0.666666667,-3,-7,-1,-1,-1,0,0,0.5,-40,0,0
0.260273973,-3,0.056756904,-13,0.866666667,-3,-11,-6,-1,-2,0,0,0.602040816,-40,0,1
0.095890411,-5,0.007574605,-9,0.666666667,-5,-2,-2,-1,-1,0,0,0.295918367,-40,0,1
0.123287671,-5,0.144655737,-16,0.6,-5,-11,-2,-1,-1,0,0.367768595,0.397959184,-1,0,0
0.547945205,-5,0.083882995,-1,0.333333333,-3,-8,-1,-2,-1,0,0,0.479591837,-40,1,0
0.465753425,-7,0.073685497,-15,0.933333333,-3,-11,-1,-2,-1,1,0,0.704081633,-20,1,1
0.684931507,-8,0.279319759,-16,0.6,-3,-15,-1,-1,-1,0,0,0.397959184,-40,0,0
0.095890411,-5,0.097027343,-12,0.533333333,-3,-8,-1,-1,-1,0,0,0.397959184,-40,0,0
0.424657534,-8,0.092672607,-16,0.6,-1,-9,-4,-1,-1,0,0,0.397959184,-40,0,0
0.205479452,-5,0.175685606,-10,0.8,-1,-5,-2,-1,-2,0,0,0.5,-40,0,1
0.068493151,-5,0.085901441,-16,0.6,-5,-5,-4,-1,-1,0,0,0.5,-40,0,0
0.356164384,-5,0.014279214,-12,0.533333333,-1,-2,-2,-1,-2,0,0,0.397959184,-40,0,0
0.301369863,-8,0.113678842,-16,0.6,-3,-12,-1,-1,-1,0,0,0.704081633,-40,0,0
0.150684932,-5,0.04993616,-16,0.6,-3,-13,-6,-1,-2,0,0,0.397959184,-40,0,0
0.547945205,-7,0.092964643,-16,0.6,-3,-5,-1,-1,-1,0,0,0.551020408,-40,0,0
0.452054795,-2,0.013933524,-10,0.8,-3,-5,-6,-2,-2,0,0,0.397959184,-40,1,1
0.369863014,-3,0.059897312,-8,0.733333333,-3,-11,-1,-1,-1,0,0,0.479591837,-40,0,0
0.01369863,-1,0.165032396,-2,0.4,-5,-1,-4,-2,-1,0,0.367768595,0.479591837,-40,1,0
0.068493151,-5,0.037318836,-12,0.533333333,-5,-13,-2,-1,-1,0,0,0.602040816,-40,0,0
0.273972603,-7,0.086018256,-2,0.4,-5,-6,-4,-1,-1,0,0,0.367346939,-40,0,0
0.301369863,-5,0.177031689,-10,0.8,-3,-4,-1,-1,-1,0,0,0.448979592,-40,0,1
0.136986301,-5,0.074539194,-12,0.533333333,-3,-4,-1,-1,-1,0,0,0.479591837,-40,0,0
0.273972603,-5,0.190220861,-10,0.8,-3,-11,-1,-2,-1,0,0,0.5,-1,1,1
0.260273973,-7,0.014870078,-12,0.533333333,-5,-6,-2,-1,-1,0,0,0.704081633,-40,0,1
0.342465753,-7,0.060977167,-6,0.2,-3,-13,-1,-1,-1,0,0,0.295918367,-40,0,0
0.547945205,-7,0.05636639,-16,0.6,-3,-13,-1,-1,-1,1,0,0.448979592,-40,0,1
0.150684932,-5,0.070219095,-8,0.733333333,-5,-2,-4,-1,-1,0,0,0.316326531,-40,0,0
0.328767123,-7,0.130363619,-15,0.933333333,-3,-11,-1,-1,-1,0,0,0.5,-40,0,1
0.547945205,-6,0.075964738,-16,0.6,-3,-5,-1,-1,-1,0,0,0.397959184,-40,0,0
0.02739726,-5,0.119723313,-16,0.6,-5,-10,-2,-1,-2,0,0,0.397959184,-40,0,0
0.438356164,-5,0.105897774,-16,0.6,-3,-4,-1,-1,-1,0,0.340909091,0.397959184,-40,0,1
0.273972603,-5,0.110997541,-1,0.333333333,-5,-7,-2,-1,-1,0,0,0.397959184,-40,0,0
0.01369863,-1,0.068526643,-2,0.4,-5,-1,-4,-1,-1,0,0,0.244897959,-40,0,0
0.191780822,-5,0.071906114,-12,0.533333333,-3,-9,-1,-1,-1,0,0,0.397959184,-40,0,0
0.287671233,-2,0.13736366,-16,0.6,-1,-7,-5,-2,-2,0,0,0.397959184,-40,1,0
0.369863014,-8,0.05702449,-16,0.6,-3,-5,-1,-1,-1,0.034110341,0,0.397959184,-40,0,0
0.109589041,-5,0.162704256,-16,0.6,-5,-2,-2,-2,-2,0,0,0.397959184,-24,1,0
0.205479452,-5,0.098478695,-10,0.8,-3,-13,-1,-1,-1,0,0,0.397959184,-40,0,0
0.136986301,-5,0.163147064,-16,0.6,-1,-5,-4,-1,-2,0,0,0.397959184,-40,0,0
0.178082192,-3,0.096881325,-8,0.733333333,-5,-12,-2,-2,-1,0,0,0.397959184,-40,1,0
0.136986301,-5,0.105350376,-12,0.533333333,-4,-6,-4,-1,-2,0,0,0.397959184,-27,0,0
0.287671233,-5,0.093937871,-1,0.333333333,-6,-2,-5,-1,-1,0,0.865472911,0.397959184,-40,0,0
0.109589041,-5,0.032648972,-10,0.8,-5,-5,-4,-1,-1,0,0,0.397959184,-40,0,0
0.452054795,-3,0.127484006,-10,0.8,-1,-12,-2,-1,-1,0,0,0.397959184,-40,0,1
0.219178082,-5,0.112963692,-8,0.733333333,-3,-4,-1,-1,-1,0,0,0.397959184,-40,0,0
0.123287671,-5,0.02444615,-10,0.8,-5,-11,-2,-1,-2,0,0,0.397959184,-40,0,0
0.369863014,-3,0.1020232,-13,0.866666667,-3,-11,-1,-1,-1,0,0,0.346938776,-40,0,0
0.342465753,-5,0.143924967,-16,0.6,-7,-13,-5,-2,-2,0,0,0.397959184,-40,1,0
0.191780822,-7,0.102053762,-3,0.466666667,-3,-13,-6,-2,-2,0,0,0.5,-1,1,0
0.287671233,-5,0.21924383,-10,0.8,-1,-11,-2,-1,-2,0,0,0.346938776,-40,0,0
0.383561644,-3,0.050501216,-10,0.8,-3,-11,-6,-1,-2,0,0,0.551020408,-40,0,0
0.397260274,-5,0.162289292,-16,0.6,-1,-5,-2,-1,-2,0,0,0.397959184,-40,0,0
0.150684932,-5,0.171291479,-10,0.8,-5,-11,-2,-1,-2,0,0,0.397959184,-40,0,0
0.205479452,-5,0.124482824,-2,0.4,-3,-8,-1,-1,-1,0,0,0.397959184,-40,0,0
0.082191781,-1,0.083340351,-16,0.6,-6,-1,-5,-1,-2,0,0,0.193877551,-40,0,0
0.479452055,-3,0.08913761,-6,0.2,-5,-9,-3,-2,-2,0,0,0.397959184,-40,1,0
0.369863014,-5,0.105078714,-10,0.8,-3,-5,-1,-1,-1,0.076880769,0,0.602040816,-40,0,1
0.465753425,-3,0.065300661,-13,0.866666667,-3,-11,-1,-1,-1,0,0,0.806122449,-40,0,1
0.136986301,-5,0.017297374,-16,0.6,-3,-6,-1,-1,-1,0,0,0.806122449,-40,0,0
0.232876712,-5,0.21214667,-12,0.533333333,-5,-8,-4,-2,-1,0,0,0.397959184,-4,1,0
0.191780822,-5,0.292134038,-12,0.533333333,-6,-4,-5,-1,-2,0,0,0.397959184,-27,0,0
0.150684932,-1,0.125430244,-10,0.8,-5,-1,-2,-1,-2,0,0,0.428571429,-40,0,0
0.123287671,-5,0.158646989,-12,0.533333333,-5,-2,-2,-1,-1,0,0,0.602040816,-40,0,0
0.109589041,-5,0.107646595,-7,0.266666667,-5,-15,-3,-1,-1,0,0,0.397959184,-40,0,0
0.068493151,-1,0.051507722,-16,0.6,-5,-1,-4,-1,-1,0,0,0.397959184,-40,0,0
0.493150685,-5,0.204396843,-16,0.6,-6,-4,-2,-1,-1,0,0.561065197,0.448979592,-40,0,1
0.315068493,-5,0.203236169,-12,0.533333333,-3,-7,-1,-1,-1,0,0,0.397959184,-40,0,1
0.438356164,-5,0.070668016,-12,0.533333333,-6,-11,-5,-1,-2,0,0.149908173,0.602040816,-40,0,0
0.383561644,-5,0.171310496,-8,0.733333333,-1,-8,-4,-1,-1,0,0,0.397959184,-40,0,0
0.397260274,-3,0.105183304,-16,0.6,-3,-12,-1,-1,-1,0,0,0.704081633,-40,0,1
0.232876712,-6,0.011524565,-16,0.6,-3,-4,-1,-1,-1,0,0,0.704081633,-40,0,0
0.315068493,-5,0.029355075,-6,0.2,-1,-6,-5,-1,-2,0,0,0.397959184,-40,0,0
0.219178082,-5,0.102311161,-10,0.8,-3,-11,-1,-1,-1,0,0,0.5,-23,0,0
0.109589041,-5,0.079799921,-16,0.6,-5,-9,-4,-1,-2,0,0,0.397959184,-40,0,0
0.095890411,-5,0.141711604,-16,0.6,-3,-4,-1,-1,-1,0,0,0.602040816,-40,0,0
0.164383562,-2,0.133283302,-15,0.933333333,-3,-11,-1,-1,-1,0,0,0.806122449,-40,0,0
0.01369863,-1,0.124757882,-12,0.533333333,-7,-1,-4,-1,-1,0,0,0.397959184,-40,0,0
0.465753425,-5,0.309236495,-7,0.266666667,-3,-6,-1,-1,-1,0,0,0.397959184,-27,0,0
0.054794521,-5,0.040636503,-16,0.6,-5,-2,-2,-1,-1,0,0,0.448979592,-40,0,0
0,-5,0.010275601,-2,0.4,-5,-7,-4,-2,-1,0,0,0.193877551,-40,1,0
0.246575342,-3,0.166903465,-12,0.533333333,-3,-4,-1,-1,-1,0,0,0.397959184,-6,0,1
0.287671233,-5,0.150031241,-12,0.533333333,-3,-13,-1,-2,-1,0,0,0.397959184,-40,1,1
0.178082192,-3,0.151441844,-10,0.8,-3,-12,-1,-1,-1,0,0,0.397959184,-40,0,1
0.219178082,-1,0.122491545,-12,0.533333333,-5,-1,-2,-1,-1,0,0,0.397959184,-40,0,0
0.109589041,-5,0.200933837,-10,0.8,-5,-4,-2,-1,-1,0,0,0.397959184,-27,0,0
0.493150685,-6,0.020808601,-11,1,-1,-5,-2,-1,-1,0.140841408,0,0.5,-40,0,1
0.287671233,-5,0.027473819,-16,0.6,-3,-4,-1,-1,-1,0,0,0.397959184,-40,0,0
0.575342466,-7,0.109867429,-10,0.8,-3,-13,-1,-1,-1,0.150241502,0,0.397959184,-40,0,1
0.287671233,-5,0.081174529,-9,0.666666667,-1,-4,-5,-1,-1,0,0,0.397959184,-40,0,0
0.01369863,-5,0.156618356,-2,0.4,-5,-4,-4,-1,-1,0,0,0.346938776,-40,0,0
0.164383562,-6,0.121001481,-12,0.533333333,-3,-13,-1,-2,-1,0,0,0.397959184,-12,1,0
0.493150685,-5,0.10914413,-16,0.6,-3,-13,-1,-1,-1,0,0,0.244897959,-40,0,0
0.123287671,-5,0.080578911,-12,0.533333333,-5,-2,-4,-2,-2,0,0,0.397959184,-40,1,0
0.123287671,-5,0.0307161,-12,0.533333333,-5,-15,-2,-1,-1,0,0,0.397959184,-40,0,0
0.315068493,-5,0.237837709,-9,0.666666667,-3,-13,-1,-1,-1,0,0,0.5,-40,0,0
0.342465753,-5,0.097998533,-10,0.8,-3,-13,-6,-1,-2,0,0,0.397959184,-34,0,0
0.616438356,-5,0.084234797,-16,0.6,-3,-2,-6,-1,-2,0,0,0.397959184,-40,0,0
0.273972603,-8,0.232708059,-8,0.733333333,-1,-12,-2,-2,-1,0,0,0.37755102,-40,1,0
0.191780822,-7,0.046688445,-11,1,-3,-11,-1,-1,-1,0,0,0.397959184,-40,0,1
0.273972603,-5,0.069491042,-12,0.533333333,-3,-6,-1,-1,-1,0,0,0.397959184,-40,0,0
0.287671233,-5,0.065621222,-12,0.533333333,-1,-8,-5,-1,-1,0,0,0.397959184,-1,0,0
0.191780822,-5,0.075377949,-12,0.533333333,-5,-13,-4,-2,-2,0,0,0.397959184,-40,1,0
0.410958904,-5,0.122024966,-12,0.533333333,-3,-13,-1,-2,-1,0,0,0.397959184,-40,1,1
0.054794521,-5,0.2035642,-16,0.6,-5,-4,-2,-1,-1,0,0,0.397959184,-40,0,0
0.178082192,-5,0.097373032,-12,0.533333333,-1,-9,-5,-1,-2,0,0,0.357142857,-40,0,0
0.479452055,-5,0.111278711,-12,0.533333333,-3,-8,-1,-2,-1,0,0,0.479591837,-40,1,0
0.273972603,-5,0.113680879,-12,0.533333333,-1,-4,-2,-1,-1,0,0,0.397959184,-40,0,0
0.02739726,-8,0.356175548,-16,0.6,-5,-2,-3,-1,-2,0,0,0.142857143,-25,0,0
0.438356164,-7,0.229351,-10,0.8,-3,-11,-1,-1,-1,0,0,0.602040816,-40,0,1
0.452054795,-8,0.156362994,-10,0.8,-1,-5,-2,-1,-2,0,0,0.397959184,-40,0,0
0.410958904,-5,0.178233792,-5,0.133333333,-3,-9,-1,-2,-1,0,0,0.397959184,-24,1,0
0.082191781,-1,0.059163826,-16,0.6,-5,-1,-5,-2,-2,0,0,0.244897959,-40,1,0
0.136986301,-5,0.160359816,-10,0.8,-5,-14,-5,-2,-2,0,0,0.397959184,-40,1,0
0.630136986,-7,0.176080874,-16,0.6,-3,-6,-1,-1,-1,0,0,0.193877551,-40,0,0
0.369863014,-7,0.009768952,-8,0.733333333,-3,-9,-6,-1,-2,0,0,1,-40,0,0
0.219178082,-5,0.129281727,-10,0.8,-6,-11,-3,-2,-2,0,0,0.397959184,-24,1,0
0.02739726,-5,0.063854743,-16,0.6,-1,-9,-4,-1,-2,0,0,0.397959184,-40,0,0
0.369863014,-5,0.101556621,-12,0.533333333,-3,-8,-1,-1,-1,0,0,0.397959184,-40,0,1
0.342465753,-2,0.193228155,-2,0.4,-5,-14,-2,-1,-1,0,0.307621671,0.397959184,-40,0,0
0.493150685,-5,0.135402263,-16,0.6,-3,-4,-1,-1,-1,0,0,0.5,-1,0,1
0.04109589,-5,0.129687861,-7,0.266666667,-5,-13,-4,-1,-2,0,0,0.316326531,-40,0,0
0.260273973,-5,0.033613371,-16,0.6,-3,-4,-1,-1,-1,0,0,0.602040816,-40,0,1
0.479452055,-5,0.099637332,-12,0.533333333,-1,-9,-3,-2,-2,0,0,0.37755102,-40,1,0
